name,brand,gender,category,size,price,url,img_url,article_no,blob_url
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,XL,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35735,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_gron_barnklader_35735-07as.jpg,product-entry-id-35735,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35735
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,S,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35737,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_gra_barnklader_35737-kgzz.jpg,product-entry-id-35737,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35737
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,M,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35737,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_gra_barnklader_35737-kgzz.jpg,product-entry-id-35737,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35737
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,L,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35737,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_gra_barnklader_35737-kgzz.jpg,product-entry-id-35737,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35737
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,XL,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35737,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_gra_barnklader_35737-kgzz.jpg,product-entry-id-35737,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35737
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,S,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35433,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_orange_barnklader_35433-3udb.jpg,product-entry-id-35433,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35433
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,M,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35433,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_orange_barnklader_35433-3udb.jpg,product-entry-id-35433,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35433
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,L,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35433,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_orange_barnklader_35433-3udb.jpg,product-entry-id-35433,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35433
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,XL,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35433,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_orange_barnklader_35433-3udb.jpg,product-entry-id-35433,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35433
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,S,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35739,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_bla_barnklader_35739-28gp.jpg,product-entry-id-35739,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35739
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,M,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35739,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_bla_barnklader_35739-28gp.jpg,product-entry-id-35739,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35739
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,L,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35739,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_bla_barnklader_35739-28gp.jpg,product-entry-id-35739,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35739
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,XL,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35739,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_bla_barnklader_35739-28gp.jpg,product-entry-id-35739,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35739
LONG SLEEVE LOGO Girl TEE,Calvin Klein,girl,T-SHIRT/LINNEN,10 år,"
549 SEK ",https://kidsbrandstore.se/calvin-klein-long-sleeve-logo-girl-tee-35846,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_rosa_barnklader_35846-c73q.jpg,product-entry-id-35846,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35846
LONG SLEEVE LOGO Girl TEE,Calvin Klein,girl,T-SHIRT/LINNEN,12 år,"
549 SEK ",https://kidsbrandstore.se/calvin-klein-long-sleeve-logo-girl-tee-35846,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_rosa_barnklader_35846-c73q.jpg,product-entry-id-35846,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35846
LONG SLEEVE LOGO Girl TEE,Calvin Klein,girl,T-SHIRT/LINNEN,14 år,"
549 SEK ",https://kidsbrandstore.se/calvin-klein-long-sleeve-logo-girl-tee-35846,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_rosa_barnklader_35846-c73q.jpg,product-entry-id-35846,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35846
LONG SLEEVE LOGO Girl TEE,Calvin Klein,girl,T-SHIRT/LINNEN,16 år,"
549 SEK ",https://kidsbrandstore.se/calvin-klein-long-sleeve-logo-girl-tee-35846,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_rosa_barnklader_35846-c73q.jpg,product-entry-id-35846,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35846
CALVIN BOX SLIM FIT TEE,Calvin Klein,girl,T-SHIRT/LINNEN,10 år,"
399 SEK ",https://kidsbrandstore.se/calvin-klein-calvin-box-slim-fit-tee-35839,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_gra_barnklader_35839-_yho.jpg,product-entry-id-35839,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35839
CALVIN BOX SLIM FIT TEE,Calvin Klein,girl,T-SHIRT/LINNEN,12 år,"
399 SEK ",https://kidsbrandstore.se/calvin-klein-calvin-box-slim-fit-tee-35839,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_gra_barnklader_35839-_yho.jpg,product-entry-id-35839,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35839
CALVIN BOX SLIM FIT TEE,Calvin Klein,girl,T-SHIRT/LINNEN,14 år,"
399 SEK ",https://kidsbrandstore.se/calvin-klein-calvin-box-slim-fit-tee-35839,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_gra_barnklader_35839-_yho.jpg,product-entry-id-35839,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35839
CALVIN BOX SLIM FIT TEE,Calvin Klein,girl,T-SHIRT/LINNEN,16 år,"
399 SEK ",https://kidsbrandstore.se/calvin-klein-calvin-box-slim-fit-tee-35839,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_gra_barnklader_35839-_yho.jpg,product-entry-id-35839,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35839
CALVIN BOX SLIM FIT TEE,Calvin Klein,girl,T-SHIRT/LINNEN,10 år,"
399 SEK ",https://kidsbrandstore.se/calvin-klein-calvin-box-slim-fit-tee-35837,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_gul_barnklader_35837-2083.jpg,product-entry-id-35837,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35837
CALVIN BOX SLIM FIT TEE,Calvin Klein,girl,T-SHIRT/LINNEN,12 år,"
399 SEK ",https://kidsbrandstore.se/calvin-klein-calvin-box-slim-fit-tee-35837,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_gul_barnklader_35837-2083.jpg,product-entry-id-35837,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35837
CALVIN BOX SLIM FIT TEE,Calvin Klein,girl,T-SHIRT/LINNEN,14 år,"
399 SEK ",https://kidsbrandstore.se/calvin-klein-calvin-box-slim-fit-tee-35837,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_gul_barnklader_35837-2083.jpg,product-entry-id-35837,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35837
CALVIN BOX SLIM FIT TEE,Calvin Klein,girl,T-SHIRT/LINNEN,16 år,"
399 SEK ",https://kidsbrandstore.se/calvin-klein-calvin-box-slim-fit-tee-35837,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_gul_barnklader_35837-2083.jpg,product-entry-id-35837,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35837
LOGO ORGANIC COTTON TEE,Calvin Klein,girl,T-SHIRT/LINNEN,10 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-logo-organic-cotton-tee-37103,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_svart_barnklader_37103-z_er.jpg,product-entry-id-37103,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37103
LOGO ORGANIC COTTON TEE,Calvin Klein,girl,T-SHIRT/LINNEN,12 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-logo-organic-cotton-tee-37103,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_svart_barnklader_37103-z_er.jpg,product-entry-id-37103,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37103
LOGO ORGANIC COTTON TEE,Calvin Klein,girl,T-SHIRT/LINNEN,14 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-logo-organic-cotton-tee-37103,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_svart_barnklader_37103-z_er.jpg,product-entry-id-37103,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37103
LOGO ORGANIC COTTON TEE,Calvin Klein,girl,T-SHIRT/LINNEN,16 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-logo-organic-cotton-tee-37103,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_svart_barnklader_37103-z_er.jpg,product-entry-id-37103,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37103
CHEST LOGO OCO TEE,Calvin Klein,girl,T-SHIRT/LINNEN,10 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-chest-logo-oco-tee-37099,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_gra_barnklader_37099-shj1.jpg,product-entry-id-37099,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37099
CHEST LOGO OCO TEE,Calvin Klein,girl,T-SHIRT/LINNEN,12 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-chest-logo-oco-tee-37099,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_gra_barnklader_37099-shj1.jpg,product-entry-id-37099,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37099
CHEST LOGO OCO TEE,Calvin Klein,girl,T-SHIRT/LINNEN,14 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-chest-logo-oco-tee-37099,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_gra_barnklader_37099-shj1.jpg,product-entry-id-37099,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37099
CHEST LOGO OCO TEE,Calvin Klein,girl,T-SHIRT/LINNEN,16 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-chest-logo-oco-tee-37099,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_gra_barnklader_37099-shj1.jpg,product-entry-id-37099,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37099
CHEST LOGO OCO TEE,Calvin Klein,girl,T-SHIRT/LINNEN,10 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-chest-logo-oco-tee-37098,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_bla_barnklader_37098-seaz.jpg,product-entry-id-37098,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37098
CHEST LOGO OCO TEE,Calvin Klein,girl,T-SHIRT/LINNEN,12 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-chest-logo-oco-tee-37098,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_bla_barnklader_37098-seaz.jpg,product-entry-id-37098,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37098
CHEST LOGO OCO TEE,Calvin Klein,girl,T-SHIRT/LINNEN,14 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-chest-logo-oco-tee-37098,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_bla_barnklader_37098-seaz.jpg,product-entry-id-37098,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37098
CHEST LOGO OCO TEE,Calvin Klein,girl,T-SHIRT/LINNEN,16 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-chest-logo-oco-tee-37098,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_bla_barnklader_37098-seaz.jpg,product-entry-id-37098,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37098
LOGO ORGANIC COTTON TEE,Calvin Klein,girl,T-SHIRT/LINNEN,10 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-logo-organic-cotton-tee-37093,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_vit_barnklader_37093-xr8a.jpg,product-entry-id-37093,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37093
LOGO ORGANIC COTTON TEE,Calvin Klein,girl,T-SHIRT/LINNEN,12 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-logo-organic-cotton-tee-37093,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_vit_barnklader_37093-xr8a.jpg,product-entry-id-37093,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37093
LOGO ORGANIC COTTON TEE,Calvin Klein,girl,T-SHIRT/LINNEN,14 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-logo-organic-cotton-tee-37093,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_vit_barnklader_37093-xr8a.jpg,product-entry-id-37093,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37093
LOGO ORGANIC COTTON TEE,Calvin Klein,girl,T-SHIRT/LINNEN,16 år,"
299 SEK ",https://kidsbrandstore.se/calvin-klein-logo-organic-cotton-tee-37093,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/calvin-klein_t-shirt-linnen_vit_barnklader_37093-xr8a.jpg,product-entry-id-37093,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-37093
LACE TANK-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,S,"
315 SEK525 SEK ",https://kidsbrandstore.se/ralph-lauren-lace-tank-tops-knit-33116,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_vit_barnklader_33116-0mmk.jpg,product-entry-id-33116,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33116
LACE TANK-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,M,"
315 SEK525 SEK ",https://kidsbrandstore.se/ralph-lauren-lace-tank-tops-knit-33116,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_vit_barnklader_33116-0mmk.jpg,product-entry-id-33116,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33116
LACE TANK-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,L,"
315 SEK525 SEK ",https://kidsbrandstore.se/ralph-lauren-lace-tank-tops-knit-33116,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_vit_barnklader_33116-0mmk.jpg,product-entry-id-33116,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33116
LACE TANK-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,XL,"
315 SEK525 SEK ",https://kidsbrandstore.se/ralph-lauren-lace-tank-tops-knit-33116,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_vit_barnklader_33116-0mmk.jpg,product-entry-id-33116,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33116
LACE TANK-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,S,"
315 SEK525 SEK ",https://kidsbrandstore.se/ralph-lauren-lace-tank-tops-knit-33115,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_rosa_barnklader_33115-s9bv.jpg,product-entry-id-33115,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33115
LACE TANK-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,M,"
315 SEK525 SEK ",https://kidsbrandstore.se/ralph-lauren-lace-tank-tops-knit-33115,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_rosa_barnklader_33115-s9bv.jpg,product-entry-id-33115,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33115
LACE TANK-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,L,"
315 SEK525 SEK ",https://kidsbrandstore.se/ralph-lauren-lace-tank-tops-knit-33115,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_rosa_barnklader_33115-s9bv.jpg,product-entry-id-33115,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33115
LACE TANK-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,XL,"
315 SEK525 SEK ",https://kidsbrandstore.se/ralph-lauren-lace-tank-tops-knit-33115,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_rosa_barnklader_33115-s9bv.jpg,product-entry-id-33115,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33115
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,S,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35738,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_gron_barnklader_35738-ees0.jpg,product-entry-id-35738,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35738
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,M,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35738,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_gron_barnklader_35738-ees0.jpg,product-entry-id-35738,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35738
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,L,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35738,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_gron_barnklader_35738-ees0.jpg,product-entry-id-35738,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35738
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,XL,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35738,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_gron_barnklader_35738-ees0.jpg,product-entry-id-35738,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35738
SS BEAR TEE-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,S,"
285 SEK475 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-bear-tee-tops-knit-33125,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_rosa_barnklader_33125-gdje.jpg,product-entry-id-33125,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33125
SS BEAR TEE-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,M,"
285 SEK475 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-bear-tee-tops-knit-33125,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_rosa_barnklader_33125-gdje.jpg,product-entry-id-33125,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33125
SS BEAR TEE-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,L,"
285 SEK475 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-bear-tee-tops-knit-33125,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_rosa_barnklader_33125-gdje.jpg,product-entry-id-33125,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33125
SS BEAR TEE-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,XL,"
285 SEK475 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-bear-tee-tops-knit-33125,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_rosa_barnklader_33125-gdje.jpg,product-entry-id-33125,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-33125
SS BEAR TEE-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,S,"
285 SEK475 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-bear-tee-tops-knit-32918,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_vit_barnklader_32918--pvf.jpg,product-entry-id-32918,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32918
SS BEAR TEE-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,M,"
285 SEK475 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-bear-tee-tops-knit-32918,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_vit_barnklader_32918--pvf.jpg,product-entry-id-32918,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32918
SS BEAR TEE-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,L,"
285 SEK475 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-bear-tee-tops-knit-32918,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_vit_barnklader_32918--pvf.jpg,product-entry-id-32918,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32918
SS BEAR TEE-TOPS-KNIT,Ralph Lauren,girl,T-SHIRT/LINNEN,XL,"
285 SEK475 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-bear-tee-tops-knit-32918,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_vit_barnklader_32918--pvf.jpg,product-entry-id-32918,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-32918
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,S,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35736,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_bla_barnklader_35736-jk8v.jpg,product-entry-id-35736,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35736
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,M,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35736,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_bla_barnklader_35736-jk8v.jpg,product-entry-id-35736,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35736
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,L,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35736,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_bla_barnklader_35736-jk8v.jpg,product-entry-id-35736,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35736
SS CN-TOPS-T-SHIRT,Ralph Lauren,girl,T-SHIRT/LINNEN,XL,"
237 SEK395 SEK ",https://kidsbrandstore.se/ralph-lauren-ss-cn-tops-t-shirt-35736,https://d1zubn5gsgrqpe.cloudfront.net/images/product/thumb/ralph-lauren_t-shirt-linnen_bla_barnklader_35736-jk8v.jpg,product-entry-id-35736,https://storage.googleapis.com/urbankiddo/kidsbrandstore/product-entry-id-35736
